date,ticker,source,text,label,score,sentiment_score,positive_hits,negative_hits,method
2026-06-22,BBRI,contoh,BBRI mencatat pertumbuhan kredit yang kuat dan laba meningkat signifikan.,POSITIVE,0.6252,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBCA,contoh,BBCA tetap stabil dengan kualitas aset yang baik dan optimisme pemulihan ekonomi.,POSITIVE,0.6292,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,TLKM,contoh,TLKM menghadapi tekanan kompetisi dan risiko penurunan margin.,NEUTRAL,0.6163,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,ANTM,contoh,"Harga komoditas volatil, tetapi permintaan ekspor masih tumbuh.",POSITIVE,0.6202,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,GOTO,contoh,Investor masih khawatir terhadap rugi bersih dan tekanan pendanaan.,POSITIVE,0.6238,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,investor.id,"4 Saham Diterjang, Gelombang Jual Asing Nyaris Rp 70 Triliun - investor.id",POSITIVE,0.6432,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,BBRI,Pluang,Cara Investasi Saham BRI untuk Pemula: Panduan Lengkap & OJK 2026 - Pluang,NEUTRAL,0.6289,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,detikFinance,"IHSG Bergerak Dua Arah Pagi Ini, Saham Bank Raksasa Kompak Melemah - detikFinance",NEUTRAL,0.6575,0.0,0,0,ml_tfidf_linear_svm
2026-06-04,BBRI,TradingView,"Saham BBCA dan BBRI Catat Rekor Terlemah 5 Tahun Terakhir, Cek Rekomendasi Analis - TradingView",NEUTRAL,0.6082,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,TradingView,"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - TradingView",POSITIVE,0.6593,0.65,0,0,ml_tfidf_linear_svm
2026-06-15,BBRI,investor.id,Saham BBRI Melonjak Gara-gara Ini - investor.id,POSITIVE,0.669,0.65,0,0,ml_tfidf_linear_svm
2026-06-20,BBRI,kontan.co.id,"Ada BBRI dan ASII, Intip Saham yang Jadi Sasaran Jual Asing Sepekan Terakhir - kontan.co.id",NEUTRAL,0.6378,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,Kompas.com,"Saham BBRI hingga BBCA Kompak Turun, Pasar Menanti Hasil RDG BI - Kompas.com",POSITIVE,0.6747,0.65,0,0,ml_tfidf_linear_svm
2026-06-10,BBRI,investor.id,"Yang Borong Saham BBRI, Harga Bisa ke Sini - investor.id",POSITIVE,0.6796,0.65,0,0,ml_tfidf_linear_svm
2026-06-08,BBRI,investor.id,"Saham BBRI Kemurahan Banget, Muncul Penerawangan - investor.id",POSITIVE,0.6805,0.65,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,investor.id,Saham BBRI Disorot - investor.id,POSITIVE,0.7064,0.65,0,0,ml_tfidf_linear_svm
2026-06-17,BBRI,investor.id,Duit Gede Mengalir ke BBRI dan BBCA - investor.id,POSITIVE,0.6705,0.65,0,0,ml_tfidf_linear_svm
2026-06-17,BBRI,investor.id,Situasi di Saham BBRI Mendadak Berubah - investor.id,POSITIVE,0.689,0.65,0,0,ml_tfidf_linear_svm
2026-06-20,BBRI,KabarBursa.com,"Big Banks Sepekan: BBCA Akumulasi Asing, BBRI-BMRI Kehilangan Momentum - KabarBursa.com",POSITIVE,0.6359,0.65,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,Bloomberg Technoz,"Investor Asing Net Buy Rp2 T, Saham BBRI dan BBCA Diborong - Bloomberg Technoz",POSITIVE,0.6578,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,BBRI,Bloomberg Technoz,"Saham BBRI Melonjak 6%, Dorong IHSG Melesat - Market - Bloomberg Technoz",POSITIVE,0.6565,0.65,0,0,ml_tfidf_linear_svm
2026-06-20,BBRI,kontan.co.id,"Cek Rekomendasi Saham Danantara: ANTM, TINS, BBRI, TLKM Bisa Jadi Pilihan - kontan.co.id",NEUTRAL,0.64,0.0,0,0,ml_tfidf_linear_svm
2026-04-08,BBRI,maybanktrade.co.id,Target Saham BBRI 2026: Intip Bocoran Dividen dan Rekomendasi - maybanktrade.co.id,POSITIVE,0.6465,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,BBRI,investor.id,Saham BBRI Berbalik - investor.id,POSITIVE,0.7064,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,BBRI,investor.id,Saham BBRI Bisa-bisa Jadi Segini - investor.id,POSITIVE,0.6783,0.65,0,0,ml_tfidf_linear_svm
2026-06-12,BBRI,pasardana.id,"BRI Gelontorkan Rp500 Miliar untuk Buyback, Akankah Saham BBRI Rebound? - pasardana.id",POSITIVE,0.6496,0.65,0,0,ml_tfidf_linear_svm
2026-06-17,BBRI,Bisnis Indonesia Premium,"Beda Arah Investor Asing di Saham BUMI, BRMS, TPIA, BBRI Hingga BBCA - Bisnis Indonesia Premium",POSITIVE,0.6646,0.65,0,0,ml_tfidf_linear_svm
2026-04-21,BBRI,Ajaib,"BBRI Masuki Periode Ex-Date Dividen, Apa yang Perlu Diketahui Investor? - Ajaib",NEUTRAL,0.648,0.0,0,0,ml_tfidf_linear_svm
2026-04-20,BBRI,Ajaib,"Dividen BBRI Cum Date Hari Ini, Berapa Bagian Direksi dan Publik? - Ajaib",NEUTRAL,0.668,0.0,0,0,ml_tfidf_linear_svm
2026-06-17,BBRI,KabarBursa.com,"BBCA dan BBRI Topang Sesi I, Value dan Volumenya Melejit - KabarBursa.com",POSITIVE,0.6356,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,manual,BBRI,POSITIVE,0.6971,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Mitrapost.com,"5 Saham yang Berpotensi Bergerak Signifikan Selasa Besok, Apa Aja? - Mitrapost.com",NEUTRAL,0.6438,0.0,0,0,ml_tfidf_linear_svm
2026-05-08,BBRI,Ajaib,"Lo Kheng Hong Kantongi Dividen Jumbo dari Saham BBRI, Nilainya Diperkirakan Tembus Rp26 Miliar! - Ajaib",POSITIVE,0.6683,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,investor.id,Asing Mendadak Buang 3 Saham Ini - investor.id,NEUTRAL,0.6204,0.0,0,0,ml_tfidf_linear_svm
2026-06-21,BBRI,Kompasiana.com,BBRI di Tengah Tekanan Ekonomi: Masih Layak Jadi Andalan Investor? - Kompasiana.com - Kompasiana.com,POSITIVE,0.6609,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Akses.co.id,"IHSG Melemah ke 6.116, Simak Rekomendasi Saham CTRA, ASII, dan BBRI - Akses.co.id",POSITIVE,0.6379,0.65,0,0,ml_tfidf_linear_svm
2026-06-05,BBRI,Kompas.com,"Saham BBCA dan BBRI Jatuh ke Level Terendah 5 Tahun, Saatnya Beli? - Kompas.com",POSITIVE,0.6645,0.65,0,0,ml_tfidf_linear_svm
2026-06-12,BBRI,IDNFinancials.com,BBRI buyback saham Rp500 miliar untuk program MESOP - IDNFinancials.com,POSITIVE,0.6712,0.65,0,0,ml_tfidf_linear_svm
2026-02-28,LPPF,Emitennews.com,"Sudahi 2025, LPPF Tabulasi Laba Rp725,38 Miliar - Emitennews.com",POSITIVE,0.6762,0.65,0,0,ml_tfidf_linear_svm
2026-04-22,LPPF,TradingView,"Hari Ini (23/4) Cum Dividen Saham LPPF Yield setara 6x Bunga Bank, Apakah Layak Beli? - TradingView",POSITIVE,0.6179,0.65,0,0,ml_tfidf_linear_svm
2026-03-04,LPPF,Ajaib,"Matahari Siapkan Dividen Jadi Rp250 per Saham, Apa Artinya? - Ajaib",NEUTRAL,0.6627,0.0,0,0,ml_tfidf_linear_svm
2026-04-22,LPPF,Bareksa.com,"LPPF Ganti Nama Jadi MDS Retailing, Matahari Buka Babak Baru Bisnis Ritel Multi-Konsep - Bareksa.com",NEUTRAL,0.6326,0.0,0,0,ml_tfidf_linear_svm
2025-10-30,LPPF,IDNFinancials.com,"Penjualan eceran dan konsinyasi turun, laba LPPF turun 3,39% - IDNFinancials.com",POSITIVE,0.6557,0.65,0,0,ml_tfidf_linear_svm
2026-03-05,LPPF,CNBC Indonesia,"Laba Anjlok, Matahari (LPPF) Mau Bagi Dividen Rp250 per Saham - CNBC Indonesia",POSITIVE,0.6219,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,KONTAN,Matahari Department Store (LPPF) Akan Berganti Nama dan Menyebar Dividen Final - KONTAN,NEUTRAL,0.6288,0.0,0,0,ml_tfidf_linear_svm
2026-03-02,LPPF,Investing.com Indonesia,"Penjualan Lesu, Laba Matahari Department Store (LPPF) Turun 12,35% di 2025 Oleh Warta Ekonomi - Investing.com Indonesia",POSITIVE,0.6755,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Emitennews.com,"LPPF Beber Jadwal Dividen Rp725 Miliar, Yield 12,98 Persen - Emitennews.com",POSITIVE,0.6595,0.65,0,0,ml_tfidf_linear_svm
2026-03-09,LPPF,IDX Channel,"Matahari (LPPF) Jadwalkan RUPS Pertengahan April 2026, Bakal Bagi Dividen Jumbo? - IDX Channel",POSITIVE,0.6581,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,LPPF,manual,LPPF,POSITIVE,0.6596,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Ajaib,"Matahari (LPPF) Siap Bagi Dividen Rp250 per Saham, Catat Jadwalnya! - Ajaib",NEUTRAL,0.6254,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,IDNFinancials.com,"Matahari Department Store bagi dividen, yield bisa capai 12,9% - IDNFinancials.com",POSITIVE,0.6469,0.65,0,0,ml_tfidf_linear_svm
2026-04-21,LPPF,TradingView,"Besok (23/4) Cum Date, Dividen Yield Saham LPPF 12,66%, 1 Lot Dapat Rp 25.000 - TradingView",NEUTRAL,0.6343,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Bareksa.com,LPPF Bagi Dividen Rp250 per Saham! Yield-nya Segini - Bareksa.com,NEUTRAL,0.6109,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,FAC Sekuritas,FAC Sekuritas - FAC Sekuritas,POSITIVE,0.6434,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,CNBC Indonesia,"Matahari (LPPF) Tebar Dividen Jumbo, Yield Sampai 12,9% - CNBC Indonesia",POSITIVE,0.6637,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Investing.com Indonesia,"Matahari Department Store (LPPF) Siap Guyur Dividen Rp556,8 Miliar, Cek Jadwalnya! Oleh Warta Ekonomi - Investing.com Indonesia",POSITIVE,0.6583,0.65,0,0,ml_tfidf_linear_svm
2026-02-27,LPPF,Indo Premier Sekuritas,Financial Statements Full Year 2025 of LPPF - Indo Premier Sekuritas,POSITIVE,0.6572,0.65,0,0,ml_tfidf_linear_svm
2026-04-29,LPPF,IDX Channel,MDS Retailing (LPPF) Kantongi Laba Bersih Rp692 Miliar di Kuartal I-2026 - IDX Channel,POSITIVE,0.6647,0.65,0,0,ml_tfidf_linear_svm
2026-04-23,LPPF,KONTAN,Transformasi LPPF Berpeluang Memoles Kinerja di Tahun 2026 - KONTAN,POSITIVE,0.6493,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,investor.id,"Saham BBRI Diserok, Bisa Segini Harganya - investor.id",POSITIVE,0.6847,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Simak Rekomendasi Saham Teknikal CTRA, ASII dan BBRI untuk Hari Ini (23/6) - kontan.co.id",NEUTRAL,0.6118,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,Kompas.com,"IHSG Rawan Koreksi, Saham ISAT, NCKL, ASII hingga BBRI Bisa Cuan - Kompas.com",POSITIVE,0.6665,0.65,0,0,ml_tfidf_linear_svm
2026-05-19,BBRI,Pluang,"Saham BBRI 2026: Potensi Cuan 40%, Dividen, dan Panduan Lengkap - Pluang",POSITIVE,0.644,0.65,0,0,ml_tfidf_linear_svm
2026-06-04,BBRI,TradingView,"Investor Asing Kabur, Saham BBCA & BBRI Terjun Bebas: Saatnya Beli? - TradingView",POSITIVE,0.6646,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,KabarBursa.com,"Asing Masih Jual Big Bank, BBRI Kehilangan Rp127,29 miliar, BBCA? - KabarBursa.com",NEGATIVE,0.6736,-0.65,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,Indo Premier Sekuritas,Kepemilikan Saham Mei 2026 BBRI - Indo Premier Sekuritas,POSITIVE,0.6719,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Akses.co.id,Analis Rekomendasikan Saham CTRA ASII dan BBRI Saat IHSG Melemah - Akses.co.id,POSITIVE,0.6495,0.65,0,0,ml_tfidf_linear_svm
2026-06-10,BBRI,IDNFinancials.com,Puluhan ribu investor masuk saham bank jumbo saat harga turun - IDNFinancials.com,POSITIVE,0.6554,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - kontan.co.id",POSITIVE,0.6427,0.65,0,0,ml_tfidf_linear_svm
2025-12-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Seremoni Pencatatan Perdana Saham PT Super Bank Indonesia Tbk (SUPA) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,POSITIVE,0.6764,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",investor.id,"Saham Melejit 94,2% Masuk UMA - investor.id",POSITIVE,0.6443,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Cara Investasi Saham BCA: Panduan Lengkap Beli Saham BBCA 2026 - Pluang,POSITIVE,0.6195,0.65,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Basic Materials Tumbuh Positif di Tengah Gejolak, Cek Saham Rekomendasi Analis - TradingView",POSITIVE,0.6616,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,"Daftar Saham yang Didepak FTSE Russell Terbaru, GOTO hingga NCKL Keluar dari Indeks Global - Ajaib",POSITIVE,0.6291,0.65,0,0,ml_tfidf_linear_svm
2026-03-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,BEI Resmi Buka Akses Data Kepemilikan Saham di Atas 1 Persen - PT Bursa Efek Indonesia,POSITIVE,0.6669,0.65,0,0,ml_tfidf_linear_svm
2026-05-06,"SAHAM, IDX, BURSA SAHAM INDONESIA",Humas Indonesia,"Tingkatkan Komunikasi dengan Investor, BEI Rilis Kanal IDX Hotdesk - Humas Indonesia",POSITIVE,0.6525,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pintu,"Berkilau Tapi Loyo, Saham EMAS di IDX Anjlok 7% ke Level Rp6.975 Hari Ini (3/6/25)! - Pintu",POSITIVE,0.6217,0.65,0,0,ml_tfidf_linear_svm
2026-04-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,BEI Hentikan Sementara Perdagangan Saham BAIK dan WBSA - pasardana.id,NEUTRAL,0.6611,0.0,0,0,ml_tfidf_linear_svm
2025-11-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",unnes.ac.id,Sekolah Pasar Modal dari IDX - unnes.ac.id,POSITIVE,0.6459,0.65,0,0,ml_tfidf_linear_svm
2026-05-05,"SAHAM, IDX, BURSA SAHAM INDONESIA",Bareksa.com,"BEI Luncurkan IDX Hotdesk, Perkuat Transparansi dan Komunikasi Pasar Modal - Bareksa.com",POSITIVE,0.6463,0.65,0,0,ml_tfidf_linear_svm
2026-02-26,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Investasi Saham Indonesia di Pluang | Pluang – Kripto, Saham, Emas & Reksa Dana - Pluang",POSITIVE,0.6378,0.65,0,0,ml_tfidf_linear_svm
2026-02-19,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"Saham Valuasi Murah Ini Jadi Incaran Investor, Cek Pilihan Sahamnya dari IDX Value30 - TradingView",NEUTRAL,0.6427,0.0,0,0,ml_tfidf_linear_svm
2025-10-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Capital Market Summit & Expo 2025 - PT Bursa Efek Indonesia,POSITIVE,0.6685,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Contoh Saham Bagus di BEI: Indikator, Data, dan Tips Memilih 2026 - Pluang",NEUTRAL,0.6448,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Value30 Tahan Banting di Tengah Gejolak Pasar, Simak Rekomendasi Analis - TradingView",POSITIVE,0.6546,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Apa Itu IPO Saham? Pengertian, Cara Pilih, Risiko, dan Cara Beli 2026 - Pluang",NEUTRAL,0.6608,0.0,0,0,ml_tfidf_linear_svm
2025-09-01,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Public Expose Live 2026 - PT Bursa Efek Indonesia,POSITIVE,0.6654,0.65,0,0,ml_tfidf_linear_svm
2026-05-28,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Saham Astra ASII: Profil, Dividen & Cara Beli Terpercaya 2026 - Pluang",NEUTRAL,0.6492,0.0,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Saham Grup Djarum di BEI: Panduan Lengkap & Terpercaya 2026 - Pluang,NEUTRAL,0.6373,0.0,0,0,ml_tfidf_linear_svm
2026-02-11,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Suspensi Perdagangan Saham LION, STAR, IBOS, dan ENZO Kembali Dibuka - pasardana.id",NEUTRAL,0.6568,0.0,0,0,ml_tfidf_linear_svm
2026-02-20,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,Pola Transaksi Saham MYTX dan PART Masuk UMA - pasardana.id,NEUTRAL,0.6733,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Pola Transaksi Saham DEPO, BOBA, dan CTTH Masuk UMA - pasardana.id",NEUTRAL,0.6714,0.0,0,0,ml_tfidf_linear_svm
2026-04-27,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,Daftar Saham LQ45 Terbaru Mei 2026: Perubahan Komposisi dan Dampaknya bagi Investor - Ajaib,POSITIVE,0.6369,0.65,0,0,ml_tfidf_linear_svm
2026-03-25,"SAHAM, IDX, BURSA SAHAM INDONESIA",Majalah TAMBANG,Merdeka Gold Resources Siap Melantai di Bursa Efek Hong Kong - Majalah TAMBANG,POSITIVE,0.6507,0.65,0,0,ml_tfidf_linear_svm
